WEBSITE,YEAR,PAGE PATH,PAGE URL,PAGE VIEWS,UNIQUE VIEWS,AVERAGE TIME ON PAGE (SECONDS),ENTRANCES,BOUNCE RATE (%),EXIT RATE (%)
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::city-limits', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::city-limits/explore,6210,130,0.3,0,0.06,0.01
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::baker-city-council-district', 'about']",http://gisdata.brla.gov/datasets/ebrgis::baker-city-council-district/about,76,38,6.33,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'judicial-justice-of-the-peace', 'explore']",http://gisdata.brla.gov/datasets/judicial-justice-of-the-peace/explore,639,140,6.34,223,0.14,0.28
gisdata.brla.gov,2023,"['', 'datasets', '46cba9d6e923429897c574e9dd9420d4_0', 'explore']",http://gisdata.brla.gov/datasets/46cba9d6e923429897c574e9dd9420d4_0/explore,126,42,1.35,0,0.0,0.33
gisdata.brla.gov,2023,"['', 'apps', 'ebrgis::planning-and-land-development-1', 'explore']",http://gisdata.brla.gov/apps/ebrgis::planning-and-land-development-1/explore,112,63,1.02,112,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', 'd72e18600787430984d2138ae7aa95e0', 'about']",http://gisdata.brla.gov/maps/d72e18600787430984d2138ae7aa95e0/about,194,128,6.39,138,0.18,0.18
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::city-of-zachary', 'explore']",http://gisdata.brla.gov/maps/ebrgis::city-of-zachary/explore,32152,3007,1.11,461,0.41,0.08
gisdata.brla.gov,2023,"['', 'signin']",http://gisdata.brla.gov/signin,1,1,0.25,1,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', 'd4d14f61b76c4d81a848d0c51c66aa96', 'about']",http://gisdata.brla.gov/maps/d4d14f61b76c4d81a848d0c51c66aa96/about,126,42,2.04,126,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::national-landmark', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::national-landmark/explore,152,38,1.75,38,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::parish-boundary-1', 'about']",http://gisdata.brla.gov/maps/ebrgis::parish-boundary-1/about,40,20,1.32,40,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', 'dc13642f195141cc87d8f0a33917c147', 'explore']",http://gisdata.brla.gov/maps/dc13642f195141cc87d8f0a33917c147/explore,3581,180,0.46,68,0.36,0.05
gisdata.brla.gov,2023,"['', 'datasets', 'public-land-survey-system-1', 'explore']",http://gisdata.brla.gov/datasets/public-land-survey-system-1/explore,168,14,0.45,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::health-care-business', 'about']",http://gisdata.brla.gov/datasets/ebrgis::health-care-business/about,8,4,14.67,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::parish-boundary-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::parish-boundary-1/explore,48,12,1.62,24,0.0,0.25
gisdata.brla.gov,2023,"['', 'maps', 'bcba1bc7764d4c1b80b3f2ca49ba2418', 'about']",http://gisdata.brla.gov/maps/bcba1bc7764d4c1b80b3f2ca49ba2418/about,3,3,0.25,0,0.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'tax-parcel', 'api']",http://gisdata.brla.gov/datasets/tax-parcel/api,28,14,1.31,28,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::school-locations', 'about']",http://gisdata.brla.gov/maps/ebrgis::school-locations/about,16,16,17.83,16,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'voting-precinct', 'explore']",http://gisdata.brla.gov/datasets/voting-precinct/explore,28,14,1.18,28,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'eedfb3ca1a144f1ba743d1c2311dd319', 'explore']",http://gisdata.brla.gov/maps/eedfb3ca1a144f1ba743d1c2311dd319/explore,81,27,5.17,54,0.0,0.33
gisdata.brla.gov,2023,"['', 'explore']",http://gisdata.brla.gov/explore,10320,2330,3.5,1427,0.21,0.23
gisdata.brla.gov,2023,"['', 'maps', 'ada7b0e1837d4faaae3a2be903858e15', 'about']",http://gisdata.brla.gov/maps/ada7b0e1837d4faaae3a2be903858e15/about,14,14,6.36,14,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', '3799fb2fef4b48a9a5d8c097371accf0', 'explore']",http://gisdata.brla.gov/maps/3799fb2fef4b48a9a5d8c097371accf0/explore,120,30,64.5,0,0.0,0.25
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::national-landmark', 'about']",http://gisdata.brla.gov/datasets/ebrgis::national-landmark/about,38,38,0.25,38,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'cca5ca1d12804888b655baed90639b9f_0', 'about']",http://gisdata.brla.gov/datasets/cca5ca1d12804888b655baed90639b9f_0/about,15,15,245.95,15,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'edit']",http://gisdata.brla.gov/maps/edit,597,181,8.52,19,0.1,0.32
gisdata.brla.gov,2023,"['', 'datasets', 'a08a6dc476014bca8b2b6efd60640506_0', 'explore']",http://gisdata.brla.gov/datasets/a08a6dc476014bca8b2b6efd60640506_0/explore,152,38,0.64,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'utility-coverage-area', 'about']",http://gisdata.brla.gov/datasets/utility-coverage-area/about,9,9,0.25,9,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', 'e25f359836414f778e4c422e6fb23375', 'about']",http://gisdata.brla.gov/maps/e25f359836414f778e4c422e6fb23375/about,18,18,0.25,18,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', '68c3d1291e9442b38012cf0dffddf61f', 'about']",http://gisdata.brla.gov/maps/68c3d1291e9442b38012cf0dffddf61f/about,28,14,2.3,0,1.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::zachary-city-council-district', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::zachary-city-council-district/explore,988,44,3.72,120,0.0,0.02
gisdata.brla.gov,2023,"['', 'datasets', '28671adcd4934c718af6a58e41bacd15', 'explore']",http://gisdata.brla.gov/datasets/28671adcd4934c718af6a58e41bacd15/explore,129,43,2.14,86,0.0,0.33
gisdata.brla.gov,2023,"['', 'maps', '0601bbba6e374ff789ceb7edc79894ea', 'about']",http://gisdata.brla.gov/maps/0601bbba6e374ff789ceb7edc79894ea/about,862,316,0.89,862,0.77,0.77
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::wetland', 'about']",http://gisdata.brla.gov/datasets/ebrgis::wetland/about,2479,1214,10.6,2522,0.76,0.76
gisdata.brla.gov,2023,"['', 'datasets', 'street-lighting', 'explore']",http://gisdata.brla.gov/datasets/street-lighting/explore,152,38,1.61,0,0.0,0.25
gisdata.brla.gov,2023,"['', 'maps', '183a6c492e244bed8e20b55dbd56c16d', 'explore']",http://gisdata.brla.gov/maps/183a6c492e244bed8e20b55dbd56c16d/explore,190,76,2.33,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::sales-tax-domicile', 'explore']",http://gisdata.brla.gov/maps/ebrgis::sales-tax-domicile/explore,6,1,0.46,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::economic-development-district-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::economic-development-district-1/explore,84,42,0.74,84,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', '1e9d5a1c04964a7cb6ba017a082f1d35', 'explore']",http://gisdata.brla.gov/datasets/1e9d5a1c04964a7cb6ba017a082f1d35/explore,126,42,0.96,84,0.0,0.33
gisdata.brla.gov,2023,"['', 'maps', '8b78ffa4be1243279981bd0e99dfa45b', 'explore']",http://gisdata.brla.gov/maps/8b78ffa4be1243279981bd0e99dfa45b/explore,28,14,4.86,28,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::utility-coverage-area', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::utility-coverage-area/explore,140,14,0.44,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::brec-park-deprecated', 'about']",http://gisdata.brla.gov/datasets/ebrgis::brec-park-deprecated/about,76,38,0.51,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', '0601bbba6e374ff789ceb7edc79894ea', 'explore']",http://gisdata.brla.gov/maps/0601bbba6e374ff789ceb7edc79894ea/explore,1217,166,5.5,0,0.82,0.04
gisdata.brla.gov,2023,"['', 'datasets', 'building-footprint', 'explore']",http://gisdata.brla.gov/datasets/building-footprint/explore,1188,211,0.63,422,0.16,0.26
gisdata.brla.gov,2023,"['', 'datasets', 'wetland', 'api']",http://gisdata.brla.gov/datasets/wetland/api,30,30,0.25,30,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::movebr-proposed-road-projects', 'about']",http://gisdata.brla.gov/datasets/ebrgis::movebr-proposed-road-projects/about,114,38,9.97,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'apps', 'ebrgis::council-district-1', 'about']",http://gisdata.brla.gov/apps/ebrgis::council-district-1/about,36,18,2.35,36,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::downtown-development-district', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::downtown-development-district/explore,675,92,0.85,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::downtown-development-district', 'about']",http://gisdata.brla.gov/datasets/ebrgis::downtown-development-district/about,314,206,2.63,314,0.33,0.33
gisdata.brla.gov,2023,"['', 'datasets', 'government-agency', 'explore']",http://gisdata.brla.gov/datasets/government-agency/explore,120,30,8.28,120,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'dc13642f195141cc87d8f0a33917c147', 'explore']",http://gisdata.brla.gov/datasets/dc13642f195141cc87d8f0a33917c147/explore,66,22,4.48,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::lot-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::lot-1/explore,287,41,1.19,0,0.0,0.14
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::police-district', 'about']",http://gisdata.brla.gov/datasets/ebrgis::police-district/about,163,91,2.8,163,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', '027ed979c5524661b385f4351ae7fb06_0', 'explore']",http://gisdata.brla.gov/datasets/027ed979c5524661b385f4351ae7fb06_0/explore,11006,1257,1.98,2393,0.03,0.11
gisdata.brla.gov,2023,"['', 'maps', '885c7b9dcf4747bc89882ae38d7f97cc', 'about']",http://gisdata.brla.gov/maps/885c7b9dcf4747bc89882ae38d7f97cc/about,152,76,6.26,0,0.0,0.5
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::grocery', 'about']",http://gisdata.brla.gov/maps/ebrgis::grocery/about,28,14,3.85,0,1.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'a5c39c30e6e74c06a062fedc83faa26d', 'about']",http://gisdata.brla.gov/maps/a5c39c30e6e74c06a062fedc83faa26d/about,22,22,0.25,22,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::school-district', 'about']",http://gisdata.brla.gov/datasets/ebrgis::school-district/about,130,65,6.02,0,0.0,0.36
gisdata.brla.gov,2023,"['', 'apps', 'ebrgis::historic-land-development', 'explore']",http://gisdata.brla.gov/apps/ebrgis::historic-land-development/explore,123,82,0.96,41,0.33,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::industrial-area', 'about']",http://gisdata.brla.gov/datasets/ebrgis::industrial-area/about,3,3,90.48,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'search']",http://gisdata.brla.gov/search,228,114,31.36,76,0.67,0.67
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::bese-district', 'about']",http://gisdata.brla.gov/datasets/ebrgis::bese-district/about,104,76,19.06,62,0.67,0.67
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::street-crosswalk-deprecated', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::street-crosswalk-deprecated/explore,496,31,0.16,0,1.12,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'cc6d85131a8d4ab693e67a129caaea4f_0', 'explore']",http://gisdata.brla.gov/datasets/cc6d85131a8d4ab693e67a129caaea4f_0/explore,85,45,0.87,7,0.04,0.05
gisdata.brla.gov,2023,"['', 'datasets', 'economic-tif-district', 'explore']",http://gisdata.brla.gov/datasets/economic-tif-district/explore,72,6,3.31,12,0.0,0.08
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::bus-route', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::bus-route/explore,490,42,0.23,14,0.34,0.06
gisdata.brla.gov,2023,"['', 'datasets', '68718bcfe6ef49d898799610c2707373_0', 'explore']",http://gisdata.brla.gov/datasets/68718bcfe6ef49d898799610c2707373_0/explore,401,79,1.04,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::parish-boundary', 'about']",http://gisdata.brla.gov/datasets/ebrgis::parish-boundary/about,1344,944,8.58,1344,0.61,0.61
gisdata.brla.gov,2023,"['', 'datasets', 'stream-segment', 'about']",http://gisdata.brla.gov/datasets/stream-segment/about,44,22,66.27,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::downtown-greenway', 'about']",http://gisdata.brla.gov/datasets/ebrgis::downtown-greenway/about,45,15,5.24,45,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ef82117ec5b44561a38e4a9a50f6f7ed_0', 'about']",http://gisdata.brla.gov/datasets/ef82117ec5b44561a38e4a9a50f6f7ed_0/about,80,40,2.29,0,0.0,0.41
gisdata.brla.gov,2023,"['', 'datasets', 'mobile-home-park', 'explore']",http://gisdata.brla.gov/datasets/mobile-home-park/explore,381,191,2.96,191,0.09,0.33
gisdata.brla.gov,2023,"['', 'datasets', '1fdd1d13567242fabe74df57aa4dc785', 'explore']",http://gisdata.brla.gov/datasets/1fdd1d13567242fabe74df57aa4dc785/explore,450,30,0.3,0,1.13,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'd7a7c859cb464d699e77619416528e2a_0', 'explore']",http://gisdata.brla.gov/datasets/d7a7c859cb464d699e77619416528e2a_0/explore,76,38,1.32,0,0.0,1.0
gisdata.brla.gov,2023,"['', 'maps', 'dc13642f195141cc87d8f0a33917c147', 'about']",http://gisdata.brla.gov/maps/dc13642f195141cc87d8f0a33917c147/about,505,172,0.75,221,0.56,0.34
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::city-limit', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::city-limit/explore,2748,269,0.83,0,1.02,0.04
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::plss', 'explore']",http://gisdata.brla.gov/maps/ebrgis::plss/explore,63,9,15.64,18,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::traffic-camera-deprecated', 'about']",http://gisdata.brla.gov/datasets/ebrgis::traffic-camera-deprecated/about,106,53,2.63,0,0.0,0.67
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::school-district-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::school-district-1/explore,942,88,1.49,0,0.17,0.13
gisdata.brla.gov,2023,"['', 'datasets', 'e9cbd7c87b224f11ae560d0b9b462d2b', 'explore']",http://gisdata.brla.gov/datasets/e9cbd7c87b224f11ae560d0b9b462d2b/explore,42,14,0.93,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'ab13274ff5134aafb68e70fbe965dabc', 'about']",http://gisdata.brla.gov/maps/ab13274ff5134aafb68e70fbe965dabc/about,9,9,20.13,9,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::benchmark', 'about']",http://gisdata.brla.gov/datasets/ebrgis::benchmark/about,42,14,0.86,42,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::census-2020', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::census-2020/explore,899,85,3.29,84,0.0,0.42
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::consolidated-road-lighting-district-1', 'about']",http://gisdata.brla.gov/maps/ebrgis::consolidated-road-lighting-district-1/about,38,38,31.67,0,0.0,0.0
gisdata.brla.gov,2023,"['', '404']",http://gisdata.brla.gov/404,323,209,1.22,268,0.72,0.87
gisdata.brla.gov,2023,"['', 'maps', '4a08db29e84b4c9696228cb93ae546ae', 'about']",http://gisdata.brla.gov/maps/4a08db29e84b4c9696228cb93ae546ae/about,52,52,0.25,52,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'school-district', 'explore']",http://gisdata.brla.gov/datasets/school-district/explore,2220,184,0.42,184,0.0,0.06
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::street-lighting-and-mutcd-signs', 'explore']",http://gisdata.brla.gov/maps/ebrgis::street-lighting-and-mutcd-signs/explore,84,14,0.35,0,1.5,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::census-2020', 'about']",http://gisdata.brla.gov/datasets/ebrgis::census-2020/about,172,43,18.76,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'd096e077b3264466a26850e683f37cd9', 'about']",http://gisdata.brla.gov/datasets/d096e077b3264466a26850e683f37cd9/about,34,34,0.25,34,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::brec-park', 'about']",http://gisdata.brla.gov/datasets/ebrgis::brec-park/about,30,30,0.23,30,0.93,0.93
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::railroad-deprecated', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::railroad-deprecated/explore,203,29,1.44,0,0.0,0.14
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::ebrosco-map-key', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::ebrosco-map-key/explore,84,42,1.02,0,0.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', '4c406290c6cb4e44882ccf40b11bf8e0', 'explore']",http://gisdata.brla.gov/datasets/4c406290c6cb4e44882ccf40b11bf8e0/explore,170,74,1.82,170,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', '1fdd1d13567242fabe74df57aa4dc785', 'explore']",http://gisdata.brla.gov/maps/1fdd1d13567242fabe74df57aa4dc785/explore,241,83,0.93,35,0.54,0.34
gisdata.brla.gov,2023,"['', 'maps', '15b7ab2ae8254dde8adfd40a6304534a', 'explore']",http://gisdata.brla.gov/maps/15b7ab2ae8254dde8adfd40a6304534a/explore,369,41,0.84,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'e9cbd7c87b224f11ae560d0b9b462d2b', 'explore']",http://gisdata.brla.gov/maps/e9cbd7c87b224f11ae560d0b9b462d2b/explore,308,74,2.48,120,0.07,0.16
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::bese-district-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::bese-district-1/explore,426,52,0.52,0,0.0,0.04
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::sidewalk', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::sidewalk/explore,24,2,0.21,0,0.0,0.08
gisdata.brla.gov,2023,"['', 'apps', 'baaf791b7b434928b055c1f4ca8ae61f', 'explore']",http://gisdata.brla.gov/apps/baaf791b7b434928b055c1f4ca8ae61f/explore,27,9,4.34,0,1.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::traffic-camera', 'about']",http://gisdata.brla.gov/datasets/ebrgis::traffic-camera/about,46,46,0.25,46,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::voting-precinct', 'about']",http://gisdata.brla.gov/datasets/ebrgis::voting-precinct/about,98,28,0.93,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::natural-resource-zoning-district', 'about']",http://gisdata.brla.gov/datasets/ebrgis::natural-resource-zoning-district/about,523,321,13.02,409,0.43,0.57
gisdata.brla.gov,2023,"['', 'datasets', '1c5c5b50a8564cb0ad34c2315ba41931_0', 'explore']",http://gisdata.brla.gov/datasets/1c5c5b50a8564cb0ad34c2315ba41931_0/explore,38,38,0.25,0,0.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::bus-route-deprecated', 'about']",http://gisdata.brla.gov/datasets/ebrgis::bus-route-deprecated/about,27,27,0.25,27,1.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::open-or-in-progress-status', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::open-or-in-progress-status/explore,27,9,7.65,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::wetland', 'about']",http://gisdata.brla.gov/maps/ebrgis::wetland/about,76,38,25.74,76,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::government-agency', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::government-agency/explore,199,72,0.67,72,0.13,0.36
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::voting-precinct-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::voting-precinct-1/explore,364,76,1.3,84,0.0,0.23
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::city-of-baker', 'explore']",http://gisdata.brla.gov/maps/ebrgis::city-of-baker/explore,14242,1629,2.42,296,0.43,0.08
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::zoning-2', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::zoning-2/explore,408,34,1.09,136,0.0,0.08
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::planning-cadastral-map', 'about']",http://gisdata.brla.gov/maps/ebrgis::planning-cadastral-map/about,26,26,0.25,26,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', 'ebrgis::street-lighting', 'about']",http://gisdata.brla.gov/maps/ebrgis::street-lighting/about,3,3,13.6,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::sales-tax-domicile-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::sales-tax-domicile-1/explore,23,1,0.78,4,0.0,0.04
gisdata.brla.gov,2023,"['', 'datasets', 'lot-profile', 'explore']",http://gisdata.brla.gov/datasets/lot-profile/explore,40,20,1.32,40,1.0,1.0
gisdata.brla.gov,2023,"['', 'maps', '090f1b168007423cbdd9d14e7a47796a', 'explore']",http://gisdata.brla.gov/maps/090f1b168007423cbdd9d14e7a47796a/explore,418,38,0.33,76,0.0,0.09
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::recycling-service-1', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::recycling-service-1/explore,76,38,1.4,0,0.0,1.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::tax-parcel-1', 'about']",http://gisdata.brla.gov/datasets/ebrgis::tax-parcel-1/about,22,11,5.69,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'apps', 'd1601e79e76f47ff8cf3396041724ae2', 'explore']",http://gisdata.brla.gov/apps/d1601e79e76f47ff8cf3396041724ae2/explore,123,41,17.37,0,0.0,0.0
gisdata.brla.gov,2023,"['', 'datasets', 'ebrgis::tiger-trails-route', 'explore']",http://gisdata.brla.gov/datasets/ebrgis::tiger-trails-route/explore,246,41,1.58,0,0.0,0.17
